Title20,ISO_ABBREV,TITLE,ISSN,ISSUES/YEAR,COUNTRY,LANGUAGE,1ST_YR_PUB,categories,TOT_CITES,CITES_JCR_YR,CITES_JCR_YR1,CITES_JCR_YR2,IF_NUMERATOR,CITES_JCR_YR3,CITES_JCR_YR4,CITES_JCR_YR5,5YR_IF_NUMERATOR,ITEMS_JCR_YR,ITEMS_JCR_YR1,ITEMS_JCR_YR2,IF_DENOMINATOR,ITEMS_JCR_YR3,ITEMS_JCR_YR4,ITEMS_JCR_YR5,5YR_IF_DENOMINATOR,IMPACT_FACTOR,IMMEDIACY_INDEX,CITED_HALF_LIFE,5YR_IMPACT_FACTOR,EIGENFACTOR,NORMEIGENFACTOR,ARTL_INFLUENCE,FREQUENCY,PUBCODE,PUBLISHER_NAME,CATEGORY_CODE,CATEGORY_DESCRIPTION,CATEGORY_RANKING,QUARTILE_RANK,JIF_PERCENTILE
TRAC-TREND ANAL CHEM,Trac-Trends Anal. Chem.,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0165-9936,11,ENGLAND,ENGLISH,1981,EA,10376,192,1029,1292,2321,1060,982,839,5202,159,143,167,310,138,138,110,696,7.487,1.208,5.8,7.474,0.01821,2.07557,1.730,M,JM451,ELSEVIER SCI LTD,EA,"CHEMISTRY, ANALYTICAL",2/75,Q1,98
APPL ORGANOMET CHEM,Appl. Organomet. Chem.,APPLIED ORGANOMETALLIC CHEMISTRY,0268-2605,12,ENGLAND,ENGLISH,1987,DW EC,3271,87,318,300,618,234,238,242,1332,133,140,112,252,114,126,136,628,2.452,0.654,7.5,2.121,0.00335,0.38225,0.353,M,FL501,WILEY-BLACKWELL,EC,"CHEMISTRY, INORGANIC & NUCLEAR",14/46,Q2,70.652
DALTON T,Dalton Trans.,DALTON TRANSACTIONS,1477-9226,48,ENGLAND,ENGLISH,2003,EC,57110,2434,7688,8434,16122,7358,5579,4778,33837,2237,1968,1892,3860,1709,1492,1392,8453,4.177,1.088,4.5,4.003,0.10221,11.64959,0.800,W,VX250,ROYAL SOC CHEMISTRY,EC,"CHEMISTRY, INORGANIC & NUCLEAR",10/46,Q1,79.348
INORG CHEM COMMUN,Inorg. Chem. Commun.,INORGANIC CHEMISTRY COMMUNICATIONS,1387-7003,12,NETHERLANDS,ENGLISH,1998,EC,7199,173,803,889,1692,852,849,573,3966,368,467,493,960,495,476,402,2333,1.762,0.470,5.1,1.700,0.00957,1.09113,0.271,M,JM901,ELSEVIER SCIENCE BV,EC,"CHEMISTRY, INORGANIC & NUCLEAR",23/46,Q2,51.087
J BIOL INORG CHEM,J. Biol. Inorg. Chem.,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,0949-8257,8,GERMANY (FED REP GER),ENGLISH,1996,CQ EC,3940,94,305,199,504,289,316,344,1453,106,111,91,202,108,111,113,534,2.495,0.887,7.6,2.721,0.00660,0.75196,0.817,B,YK501,SPRINGER,EC,"CHEMISTRY, INORGANIC & NUCLEAR",13/46,Q2,72.826
J FLUORINE CHEM,J. Fluor. Chem.,JOURNAL OF FLUORINE CHEMISTRY,0022-1139,12,SWITZERLAND,MULTI-LANGUAGE,1971,EC EE,7070,154,451,556,1007,603,340,524,2474,245,210,245,455,254,180,194,1083,2.213,0.629,8.5,2.284,0.00768,0.87552,0.469,M,JN251,ELSEVIER SCIENCE SA,EC,"CHEMISTRY, INORGANIC & NUCLEAR",18/46,Q2,61.957
J RENEW MATER,J. Renew. Mater.,Journal of Renewable Materials,2164-6325,4,USA,ENGLISH,2013,GS QH UY,77,4,31,41,72,1,0,0,73,31,33,24,57,0,0,0,57,1.263,0.129,,1.281,0.00023,0.02657,0.270,Q,ADD87,SCRIVENER PUBLISHING,GS,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,24/29,Q4,18.966
RENEW ENERG,Renew. Energy,RENEWABLE ENERGY,0960-1481,12,ENGLAND,ENGLISH,1991,GS ID,19716,917,2135,2406,4541,2443,1940,1751,10675,798,675,659,1334,494,430,366,2624,3.404,1.149,5,4.068,0.03728,4.24908,0.939,M,UC250,PERGAMON-ELSEVIER SCIENCE LTD,GS,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,10/29,Q2,67.241
SUSTAIN CITIES SOC,Sust. Cities Soc.,Sustainable Cities and Society,2210-6715,6,NETHERLANDS,ENGLISH,2011,FA GS ID,204,23,68,51,119,32,30,0,181,134,77,37,114,34,29,0,177,1.044,0.172,2.2,1.023,0.00063,0.07161,0.235,B,JM901,ELSEVIER SCIENCE BV,GS,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,26/29,Q4,12.069
APPL ECOL ENV RES,Appl. Ecol. Environ. Res.,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,1589-1623,1,HUNGARY,MULTI-LANGUAGE,2003,GU JA,321,8,33,20,53,18,34,7,112,79,65,41,106,38,30,28,202,0.500,0.101,7.5,0.554,0.00044,0.04969,0.143,A,ABD55,CORVINUS UNIV BUDAPEST,GU,ECOLOGY,136/150,Q4,9.667
APPL VEG SCI,Appl. Veg. Sci.,APPLIED VEGETATION SCIENCE,1402-2001,4,ENGLAND,ENGLISH,1998,DE GU KA,1481,31,159,141,300,122,121,97,640,66,67,63,130,52,49,46,277,2.308,0.470,6.9,2.310,0.00315,0.35911,0.752,Q,FL501,WILEY-BLACKWELL,GU,ECOLOGY,59/150,Q2,61
AUSTRAL ECOL,Austral Ecol.,AUSTRAL ECOLOGY,1442-9985,8,AUSTRALIA,ENGLISH,1976,GU,3565,48,119,191,310,245,223,209,987,96,96,98,194,98,101,94,487,1.598,0.500,9.8,2.027,0.00519,0.59127,0.704,B,FL501,WILEY-BLACKWELL,GU,ECOLOGY,91/150,Q3,39.667
BIODIVERS CONSERV,Biodivers. Conserv.,BIODIVERSITY AND CONSERVATION,0960-3115,14,NETHERLANDS,ENGLISH,1991,BD GU JA,8743,107,357,501,858,583,542,888,2871,188,201,179,380,216,217,241,1054,2.258,0.569,8.2,2.724,0.01465,1.66999,0.919,M,PA269,SPRINGER,GU,ECOLOGY,62/150,Q2,59
BIOL LETTERS,Biol. Lett.,Biology Letters,1744-9561,12,ENGLAND,ENGLISH,2003,CU GU HT,7387,121,461,866,1327,1003,827,887,4044,203,204,266,470,263,247,216,1196,2.823,0.596,5.5,3.381,0.02535,2.88934,1.402,M,VX001,ROYAL SOC,GU,ECOLOGY,47/150,Q2,69
ECOGRAPHY,Ecography,ECOGRAPHY,0906-7590,12,DENMARK,ENGLISH,1978,BD GU,8258,119,518,885,1403,558,522,802,3285,125,130,132,262,120,107,118,607,5.355,0.952,7.2,5.412,0.01914,2.18157,2.085,M,FL501,WILEY-BLACKWELL,GU,ECOLOGY,13/150,Q1,91.667
ECOHYDROLOGY,Ecohydrology,Ecohydrology,1936-0584,6,ENGLAND,ENGLISH,2008,GU JA ZR,1507,86,285,181,466,285,243,159,1153,121,123,95,218,74,68,43,403,2.138,0.711,3.7,2.861,0.00609,0.69439,1.000,B,FL501,WILEY-BLACKWELL,GU,ECOLOGY,64/150,Q2,57.667
ECOL COMPLEX,Ecol. Complex.,Ecological Complexity,1476-945X,4,NETHERLANDS,ENGLISH,2004,GU,1174,29,102,110,212,107,144,332,795,61,73,45,118,42,43,57,260,1.797,0.475,5.3,3.058,0.00348,0.39615,0.884,Q,JM901,ELSEVIER SCIENCE BV,GU,ECOLOGY,77/150,Q3,49
ECOL RES,Ecol. Res.,ECOLOGICAL RESEARCH,0912-3814,6,JAPAN,ENGLISH,1986,GU,2784,32,106,171,277,190,220,255,942,103,104,103,207,113,115,117,552,1.338,0.311,7.9,1.707,0.00453,0.51596,0.542,B,YK509,SPRINGER JAPAN KK,GU,ECOLOGY,101/150,Q3,33
ECOLOGY,Ecology,ECOLOGY,0012-9658,12,USA,ENGLISH,1920,GU,55531,259,1288,1561,2849,1866,1711,2374,8800,313,316,286,602,283,230,357,1472,4.733,0.827,>10,5.978,0.05519,6.29084,2.479,M,FL501,WILEY-BLACKWELL,GU,ECOLOGY,20/150,Q1,87
ROBOT AUTON SYST,Robot. Auton. Syst.,ROBOTICS AND AUTONOMOUS SYSTEMS,0921-8890,12,NETHERLANDS,ENGLISH,1985,AC EP RB,2570,32,159,299,458,239,157,191,1045,192,145,138,283,135,93,119,630,1.618,0.167,6.9,1.659,0.00563,0.64206,0.591,M,JM901,ELSEVIER SCIENCE BV,AC,AUTOMATION & CONTROL SYSTEMS,26/59,Q2,56.78
GENET SEL EVOL,Genet. Sel. Evol.,GENETICS SELECTION EVOLUTION,0999-193X,6,FRANCE,MULTI-LANGUAGE,1983,AD KM,1905,44,168,162,330,139,206,159,834,98,70,44,114,40,43,42,239,2.895,0.449,6.4,3.490,0.00369,0.42097,1.022,B,FI745,BIOMED CENTRAL LTD,AD,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",2/58,Q1,97.414
J ANIM SCI BIOTECHNO,J. Anim. Sci. Biotechnol.,Journal of Animal Science and Biotechnology,2049-1891,4,CHINA MAINLAND,ENGLISH,2010,AD,323,12,84,136,220,68,12,10,310,59,56,52,108,42,0,0,150,2.037,0.203,2.5,,0.00133,0.15164,,Q,FI745,BIOMED CENTRAL LTD,AD,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",5/58,Q1,92.241
J APPL ANIM RES,J. Appl. Anim. Res.,JOURNAL OF APPLIED ANIMAL RESEARCH,0971-2119,4,INDIA,ENGLISH,1992,AD,315,2,28,49,77,19,45,20,161,77,78,75,153,56,88,115,412,0.503,0.026,5.7,0.391,0.00061,0.06916,0.097,Q,ZA501,TAYLOR & FRANCIS LTD,AD,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",43/58,Q3,26.724
MLJEKARSTVO,Mljekarstvo,Mljekarstvo,0026-704X,4,CROATIA,CROATIAN,1950,AD,156,0,12,22,34,24,22,11,91,33,32,25,57,27,37,33,154,0.596,0.000,4.9,0.591,0.00027,0.03048,0.115,Q,ABV88,CROATIAN DAIRY UNION,AD,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",36/58,Q3,38.793
WORLD POULTRY SCI J,Worlds Poult. Sci. J.,WORLDS POULTRY SCIENCE JOURNAL,0043-9339,4,ENGLAND,ENGLISH,1945,AD,1443,6,41,72,113,73,91,89,366,49,58,58,116,54,41,48,259,0.974,0.122,>10,1.413,0.00165,0.18756,0.420,Q,AAL88,CAMBRIDGE UNIV PRESS,AD,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",22/58,Q2,62.931
WORLD RABBIT SCI,World Rabbit Sci.,World Rabbit Science,1257-5011,4,SPAIN,ENGLISH,1993,AD,356,3,19,31,50,22,10,24,106,28,32,28,60,28,22,28,138,0.833,0.107,9.4,0.768,0.00042,0.04838,0.203,Q,ABH56,UNIV POLITECNICA VALENCIA,AD,"AGRICULTURE, DAIRY & ANIMAL SCIENCE",26/58,Q2,56.034
AGR ECON-BLACKWELL,Agric. Econ.,AGRICULTURAL ECONOMICS,0169-5150,6,USA,ENGLISH,1986,AF,2021,7,109,131,240,91,126,118,575,64,68,70,138,65,65,70,338,1.739,0.109,8.7,1.701,0.00348,0.39688,0.681,B,FL501,WILEY-BLACKWELL,AF,AGRICULTURAL ECONOMICS & POLICY,2/17,Q1,91.176
NANOMEDICINE-UK,Nanomedicine,Nanomedicine,1743-5889,12,ENGLAND,ENGLISH,2006,DB NS,5376,206,702,755,1457,804,829,724,3814,204,177,121,298,114,108,107,627,4.889,1.010,4.3,6.083,0.01336,1.52268,1.409,M,AAA54,FUTURE MEDICINE LTD,DB,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,18/161,Q1,89.13
NAT BIOTECHNOL,Nat. Biotechnol.,NATURE BIOTECHNOLOGY,1087-0156,12,USA,ENGLISH,1996,DB,48650,1020,3915,4880,8795,3313,4327,4135,20570,114,111,93,204,92,84,117,497,43.113,8.947,7.2,41.388,0.15711,17.90796,20.904,M,SL801,NATURE PUBLISHING GROUP,DB,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,2/161,Q1,99.068
STEM CELLS,Stem Cells,STEM CELLS,1066-5099,12,USA,ENGLISH,1993,CT DB DM DR MA,20716,425,1595,1592,3187,2007,1442,1775,8411,303,281,259,540,269,206,209,1224,5.902,1.403,6.7,6.872,0.04044,4.60949,2.185,M,FL501,WILEY-BLACKWELL,DB,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,14/161,Q1,91.615
TRANSGENIC RES,Transgenic Res.,TRANSGENIC RESEARCH,0962-8819,6,NETHERLANDS,ENGLISH,1991,CO CQ DB,2747,40,160,218,378,232,233,198,1041,90,80,104,184,110,111,91,496,2.054,0.444,7.6,2.099,0.00402,0.45768,0.535,B,PA269,SPRINGER,DB,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,85/161,Q3,47.516
ALGAE-SEOUL,Algae,ALGAE,1226-2617,4,SOUTH KOREA,ENGLISH,1996,DE,386,8,46,66,112,25,33,33,203,29,31,32,63,29,0,0,92,1.778,0.276,5.5,,0.00082,0.09334,,Q,AAL80,KOREAN SOC PHYCOLOGY,DE,PLANT SCIENCES,74/209,Q2,64.833
ANN BOT FENN,Ann. Bot. Fenn.,ANNALES BOTANICI FENNICI,0003-3847,6,FINLAND,ENGLISH,1964,DE,916,6,40,77,117,63,61,33,274,57,58,73,131,66,78,65,340,0.893,0.105,>10,0.806,0.00124,0.14158,0.242,B,ZU665,FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD,DE,PLANT SCIENCES,143/209,Q3,31.818
BOT J LINN SOC,Bot. J. Linnean Soc.,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,0024-4074,12,ENGLAND,ENGLISH,1855,DE,4061,96,184,366,550,236,101,163,1050,117,103,115,218,91,65,76,450,2.523,0.821,9,2.333,0.00494,0.5626,0.725,M,FL501,WILEY-BLACKWELL,DE,PLANT SCIENCES,48/209,Q1,77.273
POLYHEDRON,Polyhedron,POLYHEDRON,0277-5387,18,ENGLAND,ENGLISH,1982,EC FI,14631,368,1188,1730,2918,1127,818,793,5656,682,580,804,1384,558,461,463,2866,2.108,0.540,7.5,1.973,0.01405,1.60114,0.324,S,UC250,PERGAMON-ELSEVIER SCIENCE LTD,EC,"CHEMISTRY, INORGANIC & NUCLEAR",19/46,Q2,59.783
PROG INORG CHEM,Prog. Inorgan. Chem.,PROGRESS IN INORGANIC CHEMISTRY,0079-6379,1,USA,ENGLISH,1959,EC,1241,0,55,1,56,17,14,0,87,,13,0,13,9,0,0,22,4.308,,>10,3.955,0.00045,0.05093,1.343,A,FL502,WILEY-BLACKWELL,EC,"CHEMISTRY, INORGANIC & NUCLEAR",7/46,Q1,85.87
STRUCT BOND,Struct. Bond.,Structure and Bonding,0081-5993,3,USA,ENGLISH,1966,EC EI,1721,40,118,24,142,73,43,75,333,31,68,13,81,42,19,25,167,1.753,1.290,>10,1.994,0.00155,0.17652,0.613,T,YK501,SPRINGER,EC,"CHEMISTRY, INORGANIC & NUCLEAR",25/46,Q3,46.739
BIOINORG CHEM APPL,Bioinorg. Chem. Appl.,BIOINORGANIC CHEMISTRY AND APPLICATIONS,1565-3633,4,ISRAEL,ENGLISH,2003,CQ EC EE,529,3,64,58,122,79,49,85,335,24,52,30,82,32,24,55,193,1.488,0.125,5.1,1.736,0.00110,0.12522,0.376,Q,LM755,HINDAWI PUBLISHING CORP,EE,"CHEMISTRY, ORGANIC",37/59,Q3,38.136
BIOMACROMOLECULES,Biomacromolecules,BIOMACROMOLECULES,1525-7797,12,USA,ENGLISH,2000,CQ EE UY,32282,380,2322,3205,5527,2961,3668,2713,14869,422,489,501,990,480,509,469,2448,5.583,0.900,6.3,6.074,0.05246,5.97962,1.417,M,BO001,AMER CHEMICAL SOC,EE,"CHEMISTRY, ORGANIC",6/59,Q1,90.678
BIOORG MED CHEM LETT,Bioorg. Med. Chem. Lett.,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,0960-894X,24,ENGLAND,ENGLISH,1991,DX EE,37155,511,2529,3451,5980,3570,3206,3370,16126,1079,1115,1290,2405,1484,1516,1596,7001,2.486,0.474,6.6,2.303,0.05432,6.19144,0.513,S,UC250,PERGAMON-ELSEVIER SCIENCE LTD,EE,"CHEMISTRY, ORGANIC",23/59,Q2,61.864
CARBOHYD POLYM,Carbohydr. Polym.,CARBOHYDRATE POLYMERS,0144-8617,16,ENGLAND,ENGLISH,1981,DW EE UY,36918,1135,4524,5201,9725,4964,4413,3324,22426,1103,1162,1143,2305,1002,835,641,4783,4.219,1.029,4.6,4.689,0.05837,6.65311,0.807,S,JM451,ELSEVIER SCI LTD,EE,"CHEMISTRY, ORGANIC",11/59,Q1,82.203
ORGANOMETALLICS,Organometallics,ORGANOMETALLICS,0276-7333,26,USA,ENGLISH,1982,EC EE,44032,655,3158,4147,7305,4025,3069,2895,17294,663,847,898,1745,998,827,874,4444,4.186,0.988,7.6,3.892,0.05967,6.8009,0.888,F,BO001,AMER CHEMICAL SOC,EE,"CHEMISTRY, ORGANIC",12/59,Q1,80.508
RUSS J BIOORG CHEM+,Russ. J. Bioorg. Chem.,RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,1068-1620,6,RUSSIA,ENGLISH,1975,CQ EE,887,12,51,77,128,69,63,58,318,100,100,94,194,106,114,121,535,0.660,0.120,7.7,0.594,0.00106,0.12132,0.132,B,PT700,MAIK NAUKA/INTERPERIODICA/SPRINGER,EE,"CHEMISTRY, ORGANIC",53/59,Q4,11.017
TETRAHEDRON,Tetrahedron,TETRAHEDRON,0040-4020,52,ENGLAND,MULTI-LANGUAGE,1957,EE,54595,657,2911,3598,6509,3492,3116,2821,15938,1078,1138,1323,2461,1249,1191,1179,6080,2.645,0.609,9.6,2.621,0.04884,5.56734,0.531,W,UC250,PERGAMON-ELSEVIER SCIENCE LTD,EE,"CHEMISTRY, ORGANIC",22/59,Q2,63.559
TOP ORGANOMETAL CHEM,Top. Organomet. Chem.,Topics in Organometallic Chemistry,1436-6002,0,GERMANY (FED REP GER),ENGLISH,,EC EE,1435,50,52,266,318,99,210,253,880,37,15,55,70,21,37,36,164,4.543,1.351,5.2,5.366,0.00445,0.50704,1.794,I,YK510,SPRINGER-VERLAG BERLIN,EE,"CHEMISTRY, ORGANIC",9/59,Q1,85.593
GLOBAL CHANGE BIOL,Glob. Change Biol.,GLOBAL CHANGE BIOLOGY,1354-1013,12,ENGLAND,ENGLISH,1995,BD GU JA,28320,587,2246,2989,5235,2769,3017,2259,13280,354,308,312,620,297,292,262,1471,8.444,1.658,6.1,9.028,0.07679,8.75229,3.452,M,FL501,WILEY-BLACKWELL,GU,ECOLOGY,6/150,Q1,96.333
J NAT HIST,J. Nat. Hist.,JOURNAL OF NATURAL HISTORY,0022-2933,24,ENGLAND,MULTI-LANGUAGE,1971,BD GU,2881,45,160,143,303,130,117,133,683,138,152,148,300,137,136,140,713,1.010,0.326,>10,0.958,0.00380,0.43317,0.352,S,ZA501,TAYLOR & FRANCIS LTD,GU,ECOLOGY,114/150,Q4,24.333
P ACAD NAT SCI PHILA,Proc. Acad. Nat. Sci. Phila.,PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,0097-3157,1,USA,ENGLISH,1841,BD GU,1052,1,11,9,20,0,13,10,43,16,9,12,21,0,11,23,55,0.952,0.062,>10,0.782,0.00027,0.03127,0.330,A,AF001,ACAD NATURAL SCIENCES PHILA,GU,ECOLOGY,119/150,Q4,21
POLAR REC,POLAR REC.,POLAR RECORD,0032-2474,6,ENGLAND,ENGLISH,1931,GU JA,483,9,35,40,75,32,13,34,154,53,40,43,83,38,28,24,173,0.904,0.170,>10,0.890,0.00095,0.10786,0.362,B,GL001,CAMBRIDGE UNIV PRESS,GU,ECOLOGY,120/150,Q4,20.333
RESTOR ECOL,Restor. Ecol.,RESTORATION ECOLOGY,1061-2971,6,USA,ENGLISH,1993,GU,4120,67,152,230,382,235,298,410,1325,108,102,100,202,98,118,153,571,1.891,0.620,8.6,2.320,0.00633,0.72104,0.733,B,FL501,WILEY-BLACKWELL,GU,ECOLOGY,72/150,Q2,52.333
VIE MILIEU,Vie Milieu,VIE ET MILIEU-LIFE AND ENVIRONMENT,0240-8759,4,FRANCE,MULTI-LANGUAGE,1950,GU PI,550,6,2,4,6,12,20,19,57,21,6,21,27,27,29,33,116,0.222,0.286,>10,0.491,0.00029,0.03342,0.167,Q,TD690,OBSERVATOIRE OCEANOLOGIQUE BANYULS,GU,ECOLOGY,146/150,Q4,3
ANNU REV RESOUR ECON,Annu. Rev. Resour. Econ,Annual Review of Resource Economics,1941-1340,1,USA,ENGLISH,2009,AF,247,3,16,34,50,27,36,29,142,23,25,23,48,17,21,18,104,1.042,0.130,5.3,1.365,0.00128,0.14645,0.817,A,DU607,ANNUAL REVIEWS,AF,AGRICULTURAL ECONOMICS & POLICY,9/17,Q3,50
AGR HUM VALUES,Agric. Human Values,AGRICULTURE AND HUMAN VALUES,0889-048X,4,NETHERLANDS,ENGLISH,1984,AH MQ,1389,20,89,111,200,100,147,70,517,51,47,43,90,38,40,36,204,2.222,0.392,7.6,2.534,0.00232,0.26437,0.752,Q,PA269,SPRINGER,AH,"AGRICULTURE, MULTIDISCIPLINARY",4/57,Q1,93.86
INT J AGR SUSTAIN,Int. J. Agric. Sustain.,International Journal of Agricultural Sustainability,1473-5903,4,ENGLAND,ENGLISH,2003,AH GS,507,4,28,52,80,52,125,74,331,21,29,23,52,18,49,26,145,1.538,0.190,4.9,2.283,0.00136,0.15491,0.620,Q,ZA501,TAYLOR & FRANCIS LTD,AH,"AGRICULTURE, MULTIDISCIPLINARY",11/57,Q1,81.579
J INTEGR AGR,J. Integr. Agric.,Journal of Integrative Agriculture,2095-3119,4,CHINA MAINLAND,ENGLISH,2012,AH,821,148,168,223,391,274,3,1,669,256,292,248,540,232,0,0,772,0.724,0.578,2.4,0.867,0.00238,0.27132,0.204,Q,JM451,ELSEVIER SCI LTD,AH,"AGRICULTURE, MULTIDISCIPLINARY",26/57,Q2,55.263
REV FAC CIENC AGRAR,Rev.  Fac. Cienc. Agrar. Univ Nac Cuyo,REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,1853-8665,2,ARGENTINA,SPANISH,1968,AH,113,1,20,39,59,14,14,9,96,37,38,51,89,41,39,32,201,0.663,0.027,2.9,0.478,0.00015,0.01675,0.048,H,AAC56,"UNIV NACIONAL CUYO, FAC CIENCIAS AGRARIAS",AH,"AGRICULTURE, MULTIDISCIPLINARY",29/57,Q3,50
CRYPTOGAMIE ALGOL,Cryptogam. Algol.,CRYPTOGAMIE ALGOLOGIE,0181-1568,4,FRANCE,MULTI-LANGUAGE,1980,DE PI,417,16,28,30,58,45,23,68,194,24,21,18,39,32,25,22,118,1.487,0.667,6,1.644,0.00079,0.09036,0.444,Q,PF375,ADAC-CRYPTOGAMIE,DE,PLANT SCIENCES,94/209,Q2,55.263
FOLIA GEOBOT,Folia Geobot.,FOLIA GEOBOTANICA,1211-9520,4,CZECH REPUBLIC,ENGLISH,1998,DE,939,2,33,53,86,32,50,44,212,29,31,29,60,25,24,22,131,1.433,0.069,>10,1.618,0.00108,0.12285,0.544,Q,PA269,SPRINGER,DE,PLANT SCIENCES,96/209,Q2,54.306
J EXP BOT,J. Exp. Bot.,JOURNAL OF EXPERIMENTAL BOTANY,0022-0957,18,ENGLAND,ENGLISH,1950,DE,35498,802,2609,2716,5325,3155,3222,2151,13853,567,505,433,938,493,437,356,2224,5.677,1.414,7.4,6.229,0.05660,6.45082,1.683,S,TT001,OXFORD UNIV PRESS,DE,PLANT SCIENCES,12/209,Q1,94.498
J INTEGR PLANT BIOL,J. Integr. Plant Biol.,Journal of Integrative Plant Biology,1672-9072,12,CHINA MAINLAND,ENGLISH,2005,CQ DE,3374,145,374,316,690,277,351,455,1773,89,94,94,188,76,78,102,444,3.670,1.629,5.5,3.993,0.00689,0.78581,1.027,M,FL501,WILEY-BLACKWELL,DE,PLANT SCIENCES,24/209,Q1,88.756
J PLANT PATHOL,J. Plant Pathol.,JOURNAL OF PLANT PATHOLOGY,1125-4653,3,ITALY,ENGLISH,1997,DE,1265,5,79,87,166,102,103,148,519,72,78,82,160,81,100,115,456,1.038,0.069,6.7,1.138,0.00238,0.27104,0.345,T,JD640,EDIZIONI ETS,DE,PLANT SCIENCES,132/209,Q3,37.081
NAT PLANTS,Nat. Plants,Nature Plants,2055-026X,12,USA,ENGLISH,2015,DE,242,240,2,0,2,0,0,0,2,80,0,0,0,0,0,0,0,,3.000,.5,,0.00000,0,,M,SL810,NATURE PUBLISHING GROUP,DE,PLANT SCIENCES,209/209,Q4,0.239
ADSORPTION,Adsorpt.-J. Int. Adsorpt. Soc.,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,0929-5607,6,NETHERLANDS,ENGLISH,1995,EI II,1981,14,164,238,402,108,241,83,834,61,87,128,215,47,100,61,423,1.870,0.230,7,1.972,0.00317,0.36173,0.496,B,PA269,SPRINGER,EI,"CHEMISTRY, PHYSICAL",87/144,Q3,39.931
APPL CATAL B-ENVIRON,Appl. Catal. B-Environ.,APPLIED CATALYSIS B-ENVIRONMENTAL,0926-3373,24,NETHERLANDS,ENGLISH,1992,EI IH II,40175,2293,5555,4105,9660,3937,3497,3302,20396,679,685,475,1160,480,471,394,2505,8.328,3.377,5.2,8.142,0.05714,6.51266,1.508,S,JM901,ELSEVIER SCIENCE BV,EI,"CHEMISTRY, PHYSICAL",14/144,Q1,90.625
COLLOID POLYM SCI,Colloid Polym. Sci.,COLLOID AND POLYMER SCIENCE,0303-402X,11,GERMANY (FED REP GER),MULTI-LANGUAGE,1906,EI UY,6663,139,578,645,1223,395,392,321,2331,364,330,317,647,210,195,191,1243,1.890,0.382,8.5,1.875,0.00695,0.79201,0.370,M,YK501,SPRINGER,EI,"CHEMISTRY, PHYSICAL",86/144,Q3,40.625
GOLD BULL,Gold Bull.,GOLD BULLETIN,0017-1557,4,ENGLAND,ENGLISH,1968,EC EI PM,1332,2,54,97,151,56,81,151,439,18,29,36,65,25,25,28,143,2.323,0.111,8.8,3.070,0.00138,0.15746,0.639,Q,ZX651,SPRINGER HEIDELBERG,EI,"CHEMISTRY, PHYSICAL",69/144,Q2,52.431
INT J QUANTUM CHEM,Int. J. Quantum Chem.,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,0020-7608,24,USA,MULTI-LANGUAGE,1966,EI PO UH,7713,160,455,591,1046,462,405,312,2225,177,172,307,479,423,449,312,1663,2.184,0.904,>10,1.338,0.00990,1.12844,0.394,S,FL501,WILEY-BLACKWELL,EI,"CHEMISTRY, PHYSICAL",77/144,Q3,46.875
INT REV PHYS CHEM,Int. Rev. Phys. Chem.,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,0144-235X,4,ENGLAND,ENGLISH,1981,EI UH,1672,23,83,112,195,90,54,78,417,13,16,16,32,13,12,13,70,6.094,1.769,9.6,5.957,0.00223,0.25455,2.110,Q,ZA501,TAYLOR & FRANCIS LTD,EI,"CHEMISTRY, PHYSICAL",25/144,Q1,82.986
J ENERG MATER,J. Energ. Mater.,Journal of Energetic Materials,0737-0652,4,USA,ENGLISH,1983,DW EI II PM,381,10,26,34,60,25,24,29,138,24,37,22,59,22,22,38,141,1.017,0.417,8.9,0.979,0.00055,0.06235,0.257,Q,ZA463,TAYLOR & FRANCIS INC,EI,"CHEMISTRY, PHYSICAL",118/144,Q4,18.403
